config_id,run_key,run_id,run_started_at,run_finished_at,status,project_id,location,system_prompt,scenario,shots_json,shots_count,repair_prompt,generation_model,generation_temperature,repair_model,repair_temperature,repair_shots_json,max_iterations,compiler_jar,use_generated_dsl_cache,generated_dsl_source,generated_dsl_cache_path,run_dir,dsl_dir,compiler_dir,summary_iterations_recorded,summary_validations_attempted,summary_compiler_failures,summary_compiler_successes,summary_setup_errors,summary_first_success_iteration,summary_final_success_dsl_path,summary_total_compiler_feedback_chars,summary_llm_calls,summary_prompt_tokens_est_total,summary_response_tokens_est_total,telemetry_llm_calls,telemetry_prompt_chars_total,telemetry_response_chars_total,telemetry_prompt_tokens_est_total,telemetry_response_tokens_est_total,derived_iteration_count,derived_success,derived_first_success_iteration,derived_iterations_to_best,derived_best_error_score,derived_best_error_lines,derived_best_warning_lines,derived_final_error_score,derived_final_error_lines,derived_final_warning_lines,derived_initial_error_score,derived_auc_error_score,derived_normalized_auc_error_score,derived_relative_improvement_best,derived_relative_improvement_final,derived_improvement_steps,derived_regression_steps,derived_monotonicity_ratio,derived_avg_delta_per_step,derived_run_duration_seconds,derived_llm_span_seconds,final_err_categories_json,final_dominant_error,iteration,dsl_path,compiler_output_path,validated,is_valid,compiler_feedback_chars,compiler_error_lines,compiler_warning_lines,compiler_error_score,err_syntax_structure,err_token_recognition,err_mismatched_input,err_extraneous_input,err_missing_token,err_semantic_agent,err_semantic_resource,err_semantic_target,err_semantic_dup_agent,err_semantic_ordering,err_other,err_categories_json,repair_prompt_included_previous_dsl,repair_prompt_mode,source_path,ingested_at
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340,20260227_153340,2026-02-27T15:33:40.749564,2026-02-27T15:34:58.205268,success,aerobic-stream-483313-v6,global,SP1.txt,Scenario_011.txt,0,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/compiler,2,2,1,1,0,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/dsl/ITER1_20260227_153456.LIRAs,281,1,795,49,1,3180,196,795,49,2,1,1,1,0,0,0,0,0,0,21,10.5,0.5,1.0,1.0,1,0,1.0,21.0,77.455704,,{},,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/dsl/ITER0_20260227_153340.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/compiler/ITER0_20260227_153340.LIRAs.compiler.txt,1,0,281,2,0,21,0,0,0,1,1,0,0,0,0,0,0,"{""extraneous_input"": 1, ""missing_token"": 1}",1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP1/RUN_20260227_153340/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340,20260227_153340,2026-02-27T15:33:40.749564,2026-02-27T15:34:58.205268,success,aerobic-stream-483313-v6,global,SP1.txt,Scenario_011.txt,0,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/compiler,2,2,1,1,0,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/dsl/ITER1_20260227_153456.LIRAs,281,1,795,49,1,3180,196,795,49,2,1,1,1,0,0,0,0,0,0,21,10.5,0.5,1.0,1.0,1,0,1.0,21.0,77.455704,,{},,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/dsl/ITER1_20260227_153456.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153340/compiler/ITER1_20260227_153456.LIRAs.compiler.txt,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP1/RUN_20260227_153340/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503,20260227_153503,2026-02-27T15:35:03.251795,2026-02-27T15:35:55.432238,success,aerobic-stream-483313-v6,global,SP1.txt,Scenario_011.txt,1,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot1.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/compiler,2,2,1,1,0,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/dsl/ITER1_20260227_153553.LIRAs,712,1,743,94,1,2973,375,743,94,2,1,1,1,0,0,0,0,0,0,83,41.5,0.5,1.0,1.0,1,0,1.0,83.0,52.180443,,{},,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/dsl/ITER0_20260227_153503.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/compiler/ITER0_20260227_153503.LIRAs.compiler.txt,1,0,712,8,0,83,1,0,1,0,2,4,0,0,0,0,0,"{""syntax_structure"": 1, ""mismatched_input"": 1, ""missing_token"": 2, ""semantic_agent"": 4}",1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP1/RUN_20260227_153503/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503,20260227_153503,2026-02-27T15:35:03.251795,2026-02-27T15:35:55.432238,success,aerobic-stream-483313-v6,global,SP1.txt,Scenario_011.txt,1,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot1.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/compiler,2,2,1,1,0,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/dsl/ITER1_20260227_153553.LIRAs,712,1,743,94,1,2973,375,743,94,2,1,1,1,0,0,0,0,0,0,83,41.5,0.5,1.0,1.0,1,0,1.0,83.0,52.180443,,{},,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/dsl/ITER1_20260227_153553.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153503/compiler/ITER1_20260227_153553.LIRAs.compiler.txt,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP1/RUN_20260227_153503/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600,20260227_153600,2026-02-27T15:36:00.479074,2026-02-27T15:37:06.923240,success,aerobic-stream-483313-v6,global,SP1.txt,Scenario_011.txt,2,2,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot2.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/compiler,2,2,1,1,0,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/dsl/ITER1_20260227_153703.LIRAs,15923,1,506,110,1,2025,439,506,110,2,1,1,1,0,0,0,0,0,0,2200,1100.0,0.5,1.0,1.0,1,0,1.0,2200.0,66.444166,,{},,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/dsl/ITER0_20260227_153600.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/compiler/ITER0_20260227_153600.LIRAs.compiler.txt,1,0,15923,219,0,2200,9,0,49,4,3,106,0,2,45,0,1,"{""syntax_structure"": 9, ""mismatched_input"": 49, ""missing_token"": 3, ""extraneous_input"": 4, ""other"": 1, ""semantic_agent"": 106, ""semantic_dup_agent"": 45, ""semantic_target"": 2}",1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP1/RUN_20260227_153600/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600,20260227_153600,2026-02-27T15:36:00.479074,2026-02-27T15:37:06.923240,success,aerobic-stream-483313-v6,global,SP1.txt,Scenario_011.txt,2,2,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot2.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/compiler,2,2,1,1,0,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/dsl/ITER1_20260227_153703.LIRAs,15923,1,506,110,1,2025,439,506,110,2,1,1,1,0,0,0,0,0,0,2200,1100.0,0.5,1.0,1.0,1,0,1.0,2200.0,66.444166,,{},,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/dsl/ITER1_20260227_153703.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260227_153600/compiler/ITER1_20260227_153703.LIRAs.compiler.txt,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP1/RUN_20260227_153600/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,20260227_153711,2026-02-27T15:37:11.986338,2026-02-27T15:40:32.925915,success,aerobic-stream-483313-v6,global,SP2.txt,Scenario_011.txt,0,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP2_Shot0.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler,4,4,3,1,0,3,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER3_20260227_154029.LIRAs,16174,3,1013,180,3,4051,724,1013,180,4,1,3,3,0,0,0,0,0,0,2020,1176.0,0.19405940594059407,1.0,1.0,2,0,0.6666666666666666,673.3333333333334,200.939577,162.203713,{},,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER0_20260227_153711.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler/ITER0_20260227_153711.LIRAs.compiler.txt,1,0,14756,201,0,2020,22,0,29,9,1,102,0,0,38,0,0,"{""mismatched_input"": 29, ""missing_token"": 1, ""extraneous_input"": 9, ""syntax_structure"": 22, ""semantic_agent"": 102, ""semantic_dup_agent"": 38}",1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP2/RUN_20260227_153711/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,20260227_153711,2026-02-27T15:37:11.986338,2026-02-27T15:40:32.925915,success,aerobic-stream-483313-v6,global,SP2.txt,Scenario_011.txt,0,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP2_Shot0.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler,4,4,3,1,0,3,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER3_20260227_154029.LIRAs,16174,3,1013,180,3,4051,724,1013,180,4,1,3,3,0,0,0,0,0,0,2020,1176.0,0.19405940594059407,1.0,1.0,2,0,0.6666666666666666,673.3333333333334,200.939577,162.203713,{},,1,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER1_20260227_153747.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler/ITER1_20260227_153747.LIRAs.compiler.txt,1,0,709,8,0,83,1,0,1,0,2,4,0,0,0,0,0,"{""syntax_structure"": 1, ""mismatched_input"": 1, ""missing_token"": 2, ""semantic_agent"": 4}",1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP2/RUN_20260227_153711/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,20260227_153711,2026-02-27T15:37:11.986338,2026-02-27T15:40:32.925915,success,aerobic-stream-483313-v6,global,SP2.txt,Scenario_011.txt,0,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP2_Shot0.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler,4,4,3,1,0,3,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER3_20260227_154029.LIRAs,16174,3,1013,180,3,4051,724,1013,180,4,1,3,3,0,0,0,0,0,0,2020,1176.0,0.19405940594059407,1.0,1.0,2,0,0.6666666666666666,673.3333333333334,200.939577,162.203713,{},,2,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER2_20260227_153851.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler/ITER2_20260227_153851.LIRAs.compiler.txt,1,0,709,8,0,83,1,0,1,0,2,4,0,0,0,0,0,"{""syntax_structure"": 1, ""mismatched_input"": 1, ""missing_token"": 2, ""semantic_agent"": 4}",1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP2/RUN_20260227_153711/run_metadata.json,2026-03-03T13:34:16Z
c8,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,20260227_153711,2026-02-27T15:37:11.986338,2026-02-27T15:40:32.925915,success,aerobic-stream-483313-v6,global,SP2.txt,Scenario_011.txt,0,0,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/SPs/Repair/SPR2.txt,gemini-3-pro-preview,1.0,gemini-3-pro-preview,0.35,3,10,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/DSL/Scenario_11/SP2_Shot0.txt,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler,4,4,3,1,0,3,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER3_20260227_154029.LIRAs,16174,3,1013,180,3,4051,724,1013,180,4,1,3,3,0,0,0,0,0,0,2020,1176.0,0.19405940594059407,1.0,1.0,2,0,0.6666666666666666,673.3333333333334,200.939577,162.203713,{},,3,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/dsl/ITER3_20260227_154029.LIRAs,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Results/Scenario_011/SP2/RUN_20260227_153711/compiler/ITER3_20260227_154029.LIRAs.compiler.txt,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C8/Scenario_011/SP2/RUN_20260227_153711/run_metadata.json,2026-03-03T13:34:16Z
