config_id,run_key,run_id,run_started_at,run_finished_at,status,project_id,location,system_prompt,scenario,shots_json,shots_count,repair_prompt,generation_model,generation_temperature,repair_model,repair_temperature,repair_shots_json,max_iterations,compiler_jar,use_generated_dsl_cache,generated_dsl_source,generated_dsl_cache_path,run_dir,dsl_dir,compiler_dir,summary_iterations_recorded,summary_validations_attempted,summary_compiler_failures,summary_compiler_successes,summary_setup_errors,summary_first_success_iteration,summary_final_success_dsl_path,summary_total_compiler_feedback_chars,summary_llm_calls,summary_prompt_tokens_est_total,summary_response_tokens_est_total,telemetry_llm_calls,telemetry_prompt_chars_total,telemetry_response_chars_total,telemetry_prompt_tokens_est_total,telemetry_response_tokens_est_total,derived_iteration_count,derived_success,derived_first_success_iteration,derived_iterations_to_best,derived_best_error_score,derived_best_error_lines,derived_best_warning_lines,derived_final_error_score,derived_final_error_lines,derived_final_warning_lines,derived_initial_error_score,derived_auc_error_score,derived_normalized_auc_error_score,derived_relative_improvement_best,derived_relative_improvement_final,derived_improvement_steps,derived_regression_steps,derived_monotonicity_ratio,derived_avg_delta_per_step,derived_run_duration_seconds,derived_llm_span_seconds,iteration,dsl_path,compiler_output_path,validated,is_valid,compiler_feedback_chars,compiler_error_lines,compiler_warning_lines,compiler_error_score,repair_prompt_included_previous_dsl,repair_prompt_mode,source_path,ingested_at
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER0_20260228_053821.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER0_20260228_053821.LIRAs.compiler.txt,1,0,285,3,0,31,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER1_20260228_053834.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER1_20260228_053834.LIRAs.compiler.txt,1,0,2078,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,2,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER2_20260228_053843.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER2_20260228_053843.LIRAs.compiler.txt,1,0,2082,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,3,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER3_20260228_053929.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER3_20260228_053929.LIRAs.compiler.txt,1,0,2068,27,0,280,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,4,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER4_20260228_054030.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER4_20260228_054030.LIRAs.compiler.txt,1,0,2078,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,5,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER5_20260228_054103.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER5_20260228_054103.LIRAs.compiler.txt,1,0,2104,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,6,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER6_20260228_054148.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER6_20260228_054148.LIRAs.compiler.txt,1,0,2082,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,7,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER7_20260228_054153.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER7_20260228_054153.LIRAs.compiler.txt,1,0,2078,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,8,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER8_20260228_054212.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER8_20260228_054212.LIRAs.compiler.txt,1,0,2135,28,0,290,1,dsl_plus_compiler,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
c1,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,20260228_053821,2026-02-28T05:38:21.994393,2026-02-28T05:42:40.712639,max_iterations_reached,project-e0e4a00a-984e-45ad-a47,global,SP1.txt,Scenario_011.txt,0,0,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/SPs/Repair/SPR1.txt,gemini-2.5-flash,1.0,gemini-2.5-flash,0.35,0,10,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/liras_compiler.jar,1,dsl_folder,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/DSL/Scenario_11/SP1_Shot0.txt,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler,10,10,10,0,0,,,19017,9,7473,5392,9,29884,21566,7473,5392,10,0,,0,31,3,0,260,25,0,31,2455.5,8.801075268817204,0.0,-7.387096774193548,2,2,0.2222222222222222,-25.444444444444443,258.718246,243.599981,9,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/dsl/ITER9_20260228_054238.LIRAs,/home/yoursenpai/polimi/sem3/fucking_SE/RP/RESEARCH_PROJECT/Results/Scenario_011/SP1/RUN_20260228_053821/compiler/ITER9_20260228_054238.LIRAs.compiler.txt,1,0,2027,25,0,260,,,/Users/dimitricopley/Desktop/Challenge/RESEARCH_PROJECT/Runs/C1/Scenario_011/SP1/RUN_20260228_053821/run_metadata.json,2026-03-03T11:00:55Z
